reviewer_name,review_time,review,hotel_name
Abdul Sami,6 months ago on,"Stayed at this property for the night of November 22, 2023

Hotel has very impressive lobby almost five star standards but once you leave …",margalla hotel islamabad
Nouman Mansoor,3 months ago on,"Am a frequent traveller and by profession working with development sector. For organisational events,  meetings ,staff stay and other get together margalla is best. Their services and their team are highly professional and commendable. …",margalla hotel islamabad
Saeed Shinwari,5 months ago on,"The managers at the front desk were very helpful, courteous, and professional. I  was given the last remaining room, which wasn't the one I would have liked to stay in if I had an option to choose another room. The service staff was very …",margalla hotel islamabad
Road45369110789,a month ago on,"I stayed in Margala hotel for three nights room cleaning is excellent, amazing staff ambience  and value of money is according to exception. Reception team is perfect ZEESHAN is from reception is great he knows the hospitality.",margalla hotel islamabad
Adnan Haider,3 months ago on,"What a class!!, what a classy view.. all surrounded with nature and beautiful greenery along with out class rooms interior and very relaxing restrooms as well. Very pleasant staff and a great overall ambience.",margalla hotel islamabad
Abuzer B,a month ago on,"Excellent experience all round. Room service, staff, cleanliness, food. All was very well!!||Highly recommended!! 👍🏼 …",margalla hotel islamabad
Anam H,2 months ago on,Its very good place in the city it's home fully it's  a nice place with a beautyfuul staff I like this food I like him staff work my personaliy experience is to much I haighly recommend for also it's a natural beauty it's looking good for every one I like this place,margalla hotel islamabad
Junaid Siddiqi,4 weeks ago on,"Good place, serene enviornment. Food is good too",margalla hotel islamabad
Maha Kaleem,4 months ago on,"This is an amazing 3 star hotel, it should be rated more than this. Room was clean and tidy, stayed there for 3 days. The breakfast and services were remarkeable as well.",margalla hotel islamabad
Hameed Ullah,2 months ago on,We had a three day seminar workshop in the margala hotel It was very perfect place and the food was very tasty we really enjoyed it I suggest this place for everyone to celebrate their official or personal functions seminar anything it's very best place .,margalla hotel islamabad
Kiswah Noor,a week ago on,"The hotel services and the variety of food specially in buffet are really good , recommend.",margalla hotel islamabad
Yousuf Daud,4 months ago on,i went their with family.we stayed for 1 night in executive room.room was quite good with all the necessary amenities.breakfast options were diverse.admin has to work on wifi connection at hotel which keeps on disconnecting every 30 minutes,margalla hotel islamabad
Attiya Khaliq,7 months ago on,"I felt pleasant at this place. A quiet place in a greener area. It seems to have been built many decades ago. The ambience is good, the staff is courteous. Food is fine. It was a nice experience to explore this place.",margalla hotel islamabad
Afaque Ahmed- Official,3 months ago on,Such a beautiful view and outstanding food buffet. Lovely ambiance administration is also very professional.,margalla hotel islamabad
Amnaa K,6 months ago on,Overall staff reception restaurant n ambiance is excellent really enjoyed my trip will come soon very hygienic n humble staff or MOHd asif n his team is fantastic Breakfast is awesome n concierge team is fantastic n view or room supplies is great thanks for making our visit remarkable,margalla hotel islamabad
Sajjad Ahmed,3 months ago on,"Quite an old resident facility but worth in terms of peace, location, quality of customer services and ofc the food
Worth spending few days in capital city",margalla hotel islamabad
Abdul Hakeem (Bugti),a month ago on,"Clean and equipped rooms, Staff is very professional cooperative.
Recommended",margalla hotel islamabad
Nazia Hasan,5 months ago on,"It was a great experience staying there twice. The ambiance is very good, rooms are neat and clean, and room service is excellent. The staff is friendly and welcoming",margalla hotel islamabad
Mohsin Tariq,a month ago on,Everything is good. Staff was cooperative. Satisfied with their services. 😊 …,margalla hotel islamabad
Vincent David,2 weeks ago on,Love it's food especially the bar bq.,margalla hotel islamabad
Travel Diaries Pakistan,3 weeks ago on,"Located at srinagar highway, margalla Hotel is good to stay. Rooms and services are also at par.",margalla hotel islamabad
Farrukh Ali,4 months ago on,It's a nice hotel. Staff is excellent but the furniture is dated. Wifi is slow and very unstable in my room,margalla hotel islamabad
Maria Haider,2 months ago on,"service is slow, geologically has an easy access . can achieve 5stars if service gets better",margalla hotel islamabad
Farhan Ali,8 months ago on,"It is a very peaceful place and very close to nature, if one is tired of the fast pace and noise of the city then he can spend quality & quiet time here. Access to all important places of the Islamabad is also very easy from here. Last but not the least that the food here is also quite standard.",margalla hotel islamabad
Asif Alam,5 months ago on,I was visited there to attend a seminar. Food and ambiance was good. Not witness the room and their services.,margalla hotel islamabad
Qasim Fasih,3 months ago on,Beautiful hotel in the Capital city Islamabad. Neat and spacious rooms with moderate prices.,margalla hotel islamabad
aleem ahmad,4 months ago on,"Very beautiful hotel, neat and clean, staff was cooperative. Highly recommended",margalla hotel islamabad
Waleed Liaqat,2 months ago on,Good Location .... okay food and service. The hotel needs a revamp.,margalla hotel islamabad
Muhammad Yaqoob,9 months ago on,Margala hotel is situated at appropriate location very near to foreign embassies and Pakistan Secretariat as well as road leading to Murree- where one can enjoy snow falling in winter. Hotel fare is optimum and rooms are equipped with all …,margalla hotel islamabad
Shehryar Jehangir,3 months ago on,It's a gr8 hotel wid a beautiful view of the twinnies n amazin staff,margalla hotel islamabad
Mohsin Akhtar,4 months ago on,Very Nice and clean rooms. Very cooperative staff.,margalla hotel islamabad
khan k,11 months ago on,I had the best experience of my life. The reception team is excellent and exceeded my expectations in making our stay comfortable. Rooms are nice and spacious and every team member just made sure we had a pleasant time.,margalla hotel islamabad
Hafsa Sarfraz,3 months ago on,Very excellent hotel with there amazing staff and hospitality.,margalla hotel islamabad
M Yousuf Hanif,a month ago on,Must stay at least once to enjoy the view and luxury.,margalla hotel islamabad
Aamir M,11 months ago on,"Great stay with amazing staff and service, treat you really well, and this hotel has the perfect location in central islamabad. Will definitely stay here again my next time in Islamabad. Also offer pick and drop from airport which makes life a lot easier.|",margalla hotel islamabad
Asya,2 months ago on,Margalla hotel's iftar buffet is nice and can be recommended.,margalla hotel islamabad
Ghazi Ex- Fauji Band,4 months ago on,Very beautiful place nice hotel great service tasty food,margalla hotel islamabad
A.R.Brothers,3 months ago on,"Very nice place to live, eat and spend time.",margalla hotel islamabad
Khalid Mehmood,a month ago on,Wonderful place to stay. Recommended.,margalla hotel islamabad
Akhtar Ali,3 weeks ago on,It qas amazing to have Training sessions,margalla hotel islamabad
Dr Ghayur Hussain,3 months ago on,A great place to live with family or alone.,margalla hotel islamabad
Muhammad A,a year ago on,Peacefully location away from city hustle and good place to stay. All staff and especially reception staff was very welcoming. Stay was good value of money and would love to stay again whenever I come to Islamabad again.,margalla hotel islamabad
Usman Ahmad,8 months ago on,"I have attended my second function at Margala Hotel located on Sahara Kashmir Road, just opposite Shakar-Parian, Islamabad. I am really impressed on both the occasions where I was invited, and I have no hesitation to say that Margalla is doing a great job in providing good entertainment to its guests.",margalla hotel islamabad
Aamir S,a year ago on,Its been wonderful place as always. Staff is very helpful Specifically the reception staff is very helpful and corporative. Facilities are up to the mark. Quite and peace full place with beautiful view of garden.Rooms are tidy and clean with full amenities.,margalla hotel islamabad
Jajja Jutt,2 months ago on,"Poorly managed, discourteous staff. Mediocre food. Avoid as far as you can.",margalla hotel islamabad
Salaar Amjad Shamshad,10 months ago on,Stayed there for a day with family. Excellent location and reasonably priced considering the facilities they are offering. Food options need to be revisited and thought about.,margalla hotel islamabad
